title,price,offer,category,site
"Lexar NQ100 2.5 Inch SATA III 6Gb/s 240GB SSD, Up To 550MB/s Read Solid State Drive, Internal SSD For Laptop, Desktop Computer/PC LNQ100X240G-RNNNG 240 GB","1,150",N/A,data-storage,noon
WD Surveillance Hard Disk Drive 3.5 - Inch Sata WD20PURZ 2.0 TB,"2,699",6% Off,data-storage,noon
"crucial Crucial RAM CT16G48C40S5 16GB DDR5 4800MHz CL40 Laptop Memory, Black 16 GB","2,590",8% Off,data-storage,noon
HIKVISION USB Flash Drive 128G M200 2.0 flash drive,380,N/A,data-storage,noon
Lexar Micro SDXC 1 633X Class 10 Memory Card 265 gb 256 GB,999,33% Off,data-storage,noon
"Sandisk 4TB Extreme Portable SSD Up to 1050MB/s USB C, USB 3.2 Gen 2 External Solid State Drive, SanDisk Extreme Portable SSD, SDSSDE61 4T00 G25 4 TB 4 TB","15,699",12% Off,data-storage,noon
"HIKVISION Hikvision T30 Portable HDD 2TB, Hard Disk Drive, Ultra Slim, Mobile External Storage up to 120 M/s USB 3.0, Compatible for Desktop Mobile Phone Laptop (2TB) 2 TB","3,100",N/A,data-storage,noon
Kingston Class10 UHS-1 U1 V10 A1 Micro SD TF Memory Card 32 GB,190,N/A,data-storage,noon
Toshiba Canvio Basics 1Tb 1.0 TB,"3,399",N/A,data-storage,noon
REDRAGON REDRAGON RU013 2.0 USB 8GB Flash Drive,125,37% Off,data-storage,noon
REDRAGON REDRAGON RU016 3.2 USB 64 GB Flash Drive 200mb/s R,225,35% Off,data-storage,noon
HIKVISION M200 Series USB Flash Drive 128 GB,439,N/A,data-storage,noon
Lexar High-Performance 633x Micro SDXC 64gb UHS-I Black,380,5% Off,data-storage,noon
Sandisk 128GB Ultra Flair USB 3.0 Flash Drive 128 GB,599,N/A,data-storage,noon
HIKSEMI memory card Neo 32GB Black,179,N/A,data-storage,noon
WD My Passport External USB 3.0  Portable Hard Disk Drive HDD 4 TB,"5,650",19% Off,data-storage,noon
"Lexar 2.5"" SATA III (6Gb/s) Solid-State Drive Up To 550MB/s Read 512 GB","1,675",48% Off,data-storage,noon
WD 4TB My Passport USB 3.0 Hard Drive  With HDD Protective Carrying Case Cover 4 TB,"5,755",50% Off,data-storage,noon
HIKSEMI Hiksemi 128Gb Internal Soild State Drive,620,N/A,data-storage,noon
"Kingston XS1000 2TB SSD Pocket-Sized USB 3.2 Gen 2 External Solid State Drive Up to 1050MB/s read, 1000MB/s write 2 TB","6,570",5% Off,data-storage,noon
"Lexar Lexar E21 16GB USB 2.0 Flash Drive, Mini USB Stick, 16 GB",190,16% Off,data-storage,noon
Samsung 980 PCIe 3.0 (up to 3.500 MB/s) NVMe M.2 Internal Solid State Drive (SSD) (MZ-V8V1T0BW) 1 TB,"4,680",42% Off,data-storage,noon
"HIKSEMI HIKSEMI T300S 1TB Portable External SSD Read Speed Up to 560MB/S, USB 3.1/Type C, External Solid State Drives","3,450",N/A,data-storage,noon
"HIKVISION HIKVISION 512GB external ssd - Up to 540MB/s - USB 3.1 Type-C, external solid state drives,T200N series Portable SSD 512 GB","2,899",37% Off,data-storage,noon
Toshiba FlashAir SD Card Multicolour,850,N/A,data-storage,noon
crucial BX500 2TB 3D NAND SATA 2.5-inch SSD multicolour,"6,400",N/A,data-storage,noon
Sandisk 256GB Ultra UHS I SD Card 150MB/s for DSLR and Mirrorless Cameras - SDSDUNC-256G-GN6IN 256 GB,"2,049",31% Off,data-storage,noon
Sandisk 32GB Ultra Dual Drive Luxe Usb Type-C - Sdddc4-032G-G46 32 GB,455,N/A,data-storage,noon
Samsung Portable SSD T7 Shield USB 3.2 Black 2.0 TB,"12,450",N/A,data-storage,noon
Sandisk Max Endurance Micro SD Card Multicolour,"1,599",20% Off,data-storage,noon
i-Flash 3 in 1 Usb Flash Drive Expand Memory Stick Otg Pendrive for iphone iPad Android PC 64GB - Black,690,N/A,data-storage,noon
Uniview Uniview UNV Micro SDXC Card 265GB TF-265-T-L,925,N/A,data-storage,noon
Samsung 970 EVO Plus NVMe M.2 Solid State Drive 1.0 TB,"5,999",N/A,data-storage,noon
"Seagate Pipeline HD ST3500414CS 500GB 5900RPM 16MB Cache SATA II 3.0Gb/s 3.5in Internal Hard Drive (PC, RAID, NAS, CCTV DVR) 1 Year Warrany 500 GB",475,26% Off,data-storage,noon
HIKVISION E304C Ultra Dual Drive Go USB Type-C Flash Drive - 64 GB,499,N/A,data-storage,noon
Sandisk 128GB Ultra 80MB/s UHS-I Class 10 microSDXC Card-SDSQUNS-128G-GN6MN SDSQUNS-128G-GN6MN Grey,"1,401",N/A,data-storage,noon
i-Flash 3 in 1 Usb Flash Drive Expand Memory Stick Otg Pendrive for iphone iPad Android PC 128GB Gold,890,N/A,data-storage,noon
"Sandisk Ultra Fit, USB 3.1 - Small Form Factor Plug & Stay Hi-Speed USB Drive 256 GB","1,199",N/A,data-storage,noon
"Lexar NS100 2.5” SATA III 6Gb/s Internal 2TB SSD, Solid State Drive, Up to 550MB/s Read, Internal SSD for Laptop, Desktop Computer/PC (LNS100-2TRB) 2 TB","5,499",N/A,data-storage,noon
