name,price,Original Price,category,site
"JBL Clip 5 - Ultra-Portable, Waterproof & Dustproof Bluetooth Speaker, Big Pro Sound with punchy bass, Integrated carabiner, Up to 12 Hours of Play, Made in part with recycled materials (Blue)","3,384..00",N/A,Speakers,amazon
"Sub Bluetooth Speaker With Phone Holder – Portable Wireless Subwoofer RGB LED with AUX Input and Rechargeable Battery for Smartphones, TV,Tablets, and Computers (Multicolor)",219..99,N/A,Speakers,amazon
"Honeywell Trueno U3000,160W Soundbar with Wired Subwoofer, 2.1 Channel Sound, Bluetooth V5.0, Enhanced Data Rate, with Remote, EQ Mode, 5 Play Modes-BT, Audio Jack, USB, Optical & HDMI/ARC-Black","6,860..00",N/A,Speakers,amazon
Xiaomi Sound Outdoor Blue-54592,"2,368..00",N/A,Speakers,amazon
Awei Y900 Bass Wireless Bluetooth Speaker with Mic and strap (NFT) - Black/Yellow,700..00,N/A,Speakers,amazon
JBL Xtreme 3 Large Waterproof Bluetooth Wireless Speaker - Blue|1 year manufacturer warranty,"14,921..77",N/A,Speakers,amazon
"JBL Pulse 4 Blk Pulse 4 Portable Wireless Speaker Black Pack of 1, JBLPULSE4BLK, JBL Pulse 4 - Blk, Wi-Fi","11,801..00",N/A,Speakers,amazon
"Smart G-Shape Multifunctional Speaker Wireless Charger, 15W Fast Charging, Atmosphere Lamp with Bluetooth Speaker, FM Radio, and 6 RGB Music Sync Lighting Modes, Perfect for Your Bedroom.",444..09,N/A,Speakers,amazon
"JBL Boombox 3 Portable Speaker, Massive JBL Signature Pro Sound, Monstrous Bass, 24H Battery, IP67 Dust and Water Proof, Partyboost Enabled, Bluetooth Streaming - SQUAD|1 year manufacturer warranty","28,630..94",N/A,Speakers,amazon
Kisonli S-555 Multimedia speaker- usb power,280..00,EGP 359.00,Speakers,amazon
Tiger Subwoofer 5100 USB/SD/RBluetooth6 inch,"1,990..00",N/A,Speakers,amazon
"Wireless Gaming Mouse, LED Slim Dual Mode (Bluetooth 5.1 + USB) 2.4GHz Rechargeable Silent Bluetooth Wireless Mouse, Computer Mice with USB Receiver(Black)",158..00,EGP 178.95,Speakers,amazon
Hero Electronics HERO-CS-411 Ceiling speaker 20w/8ohm,"1,800..00",N/A,Speakers,amazon
"JBL GO4 Bluetooth Speaker, USB C Charging, IP67 Dustproof, Waterproof, App Compatible, Passive Radiator, Portable, White","2,345..00",N/A,Speakers,amazon
SUNWIND SW-SP300 RGB Bluetooth 5.0 / AUX Desktop Gaming Speaker – 5W x 2.0 Channel Stereo Speaker with Controller – 7 RGB Colorful LED Modes – USB Power || Black,699..00,N/A,Speakers,amazon
"Sub Mini Bluetooth Speaker – Portable Wireless Subwoofer and Rechargeable Battery for Smartphones, Tablets, and Computers (Silver)",164..99,N/A,Speakers,amazon
Mini Bluetooth Speaker WS-887 (Black),N/A,N/A,Speakers,amazon
