name,price,Original Price,category,site
"CMF by Nothing Buds Pro 2, Premium Noise-Canceling Wireless Earbuds, Deep Bass, IP55 Water Resistance, Dark Grey",N/A,N/A,Headphones,amazon
"SD-1102 Wireless Headset, Bluetooth V5.3 with External Microphone and Support SD Card (Blaack)",369..00,EGP 399.00,Headphones,amazon
"soundcore Anker K20i (Bluetooth 5.3) (Fully Wireless Earphones, In-Ear Earphones, IPX5 Waterproof Standards, Up to 36 Hours Playback Time, Compatible with Dedicated Apps, Meets PSE Technical",760..00,EGP 795.00,Headphones,amazon
"soundcore Sport X20 by Anker, True-Wireless Workout Earbuds, Rotatable and Extendable Ear Hooks, Noise Cancelling, Deep Bass, IP68 Waterproof, Sweatproof, Dustproof, 48H Play, Sport Earbuds","3,850..00",N/A,Headphones,amazon
"Samsung Galaxy Buds3 Pro, Silver, Wireless Bluetooth In-Ear Headphones, Adaptive Noise Control, Hi-Fi Sound, 360 Audio (Samsung Turkey Guaranteed)","7,200..00","EGP 7,999.00",Headphones,amazon
SOUNDPEATS Capsule3 pro Black/gold,"1,987..10",N/A,Headphones,amazon
"ANKER Soundcore Q11i Wireless Headphones, 40mm Dynamic DriverHi-Res Audio, One-Touch Bass Boost, 60-Hour Playtime, Detachable Ear Cushions, Bluetooth V5.3, Dark Gray | 18 Months Warranty","1,999..00",N/A,Headphones,amazon
"Redragon H270 Mento RGB Wired Gaming Headphones Compatible with PC, Laptop, PS4, PS5, Nintendo Switch, Xbox One-Headset with Microphone-3.5MM Surround Sound",N/A,N/A,Headphones,amazon
"Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - PC, PS4,PS5, Nintendo Switch, Xbox One, Xbox Series X & S, Mobile - 3.5mm Audio Jack - Black","2,999..00",N/A,Headphones,amazon
For iPhone Headphones【Apple MFi Certified】In-Ear Wired Stereo Sound Lightning Earphones with Volume Control and Mic Noise Isolating Cancellation Compatible with iPhone 14/13/12/11/SE/XR/XS/X/8/7 - iOS,187..90,EGP 195.00,Headphones,amazon
