title,price,original_price,category,site
"Samsung 990 EVO NVMe M.2 SSD 2TB, PCIe 4.0 x4 / PCIe 5.0 x2, NVMe 2.0 (2280), 5000MB/s Read, 3200MB/s Write, Internal SSD for Gaming and Graphics Editing, MZ-V9E2T0BW","7,799..00",,PC,amazon
"Joyroom JR-ZS374 Single Slot Vertical Laptop Stand, Black|12 Months Warranty",799..00,,PC,amazon
"HDMI 90 Degree Adapter 4K, HDMI Elbow Right Angle Adapter Extender Gold Plated Connector Converter, Support 3D 4K 1080P",22..50,EGP 29.08,PC,amazon
"ONE TO FOUR USB C Lightning Cable 2M [MFi Certified] Compatible with Apple iPhone 14 Pro Max/13/12/11 Pro/X/XS/XR/8 Plus,Supports Power Delivery,White",,,PC,amazon
"Cooler Master MasterBox TD500 Mesh V2 - E-ATX Mid-Tower PC Case with Tessellated Mesh, 3 x 120mm Pre-Installed ARGB Fans, Removable Top Panel, Tempered Glass Side Panel, USB Type-C 10Gbps - Black","4,470..00","EGP 4,649.00",PC,amazon
TP-Link M7350 4G Mobile WiFi Router - Black,"3,000..00","EGP 3,289.00",PC,amazon
"Brother Wireless All In One Ink Tank Printer, DCP-T720DW, Automatic 2 Sided Features, Mobile & Cloud Print And Scan, High Yield Ink Bottles","12,599..10","EGP 13,999.00",PC,amazon
"ViewSonic VX3219-2K-PRO-2 32” 2K IPS 165Hz Gaming Monitor,Response Time: <0.5ms (3 Years Local Warranty)","17,329..00",,PC,amazon
"Archer C6 AC1200 Dual Band Access Point/ Wireless Gigabit Router, black, ARCHER C6, Windows","2,399..00","EGP 2,619.00",PC,amazon
Canon MF3010 Laser Printer 3in1 - Canon 3 in 1 black laser printer,"9,999..00","EGP 10,490.00",PC,amazon
"Dell Inspiron 3520 Laptop - 12th Intel Core i7-1255U 10-Cores, 8GB RAM, 512GB SSD, Intel UHD Graphics, 15.6"" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare, FingerPrint, Windows 11 - Carbon Black","29,667..00",,PC,amazon
MERCUSYS MS105 5-Port 10/100Mbps Desktop Switch,249..00,,PC,amazon
MSI Gaming GeForce RTX 3060 12GB 15 Gbps GDRR6 192-Bit HDMI/DP PCIe 4 Torx Twin Fan Ampere OC Graphics Card (RTX 3060 Ventus 2X 12G OC),"15,695..00",,PC,amazon
Waterproof Gaming Mouse Map Pad with Non-Slip Base (90 x 40 x 0.20cm),229..00,,PC,amazon
"TM8 Gaming Headset, 7.1 Surround Sound Headset with Microphone, For Games, PC Headphones, Heavy Bass, Telescopic, Noise Isolation, Wired, FPS Compatible, LED Light,",488..00,EGP 549.00,PC,amazon
"JBL Quantum 100 Over Ear Gaming Headset with Microphone - Black, Wired","1,850..00","EGP 2,606.00",PC,amazon
TP-Link TL-WA850RE Universal WiFi Range Extender - 300 Mbps,,,PC,amazon
"Gomin Mouse Mat with Gel Cushion - Ergonomic Mouse Mat with Wrist Rest - Non-Slip & Waterproof - Memory Foam Mouse Mat with Wrist Pad, Hand Rest Gel Pad Mouse, Keyboard, Computer",119..00,,PC,amazon
"USB C Hub HDMI Adapter, 6 in 1 Multiport Compatible with MacBook pro to HDMI 4k,2 USB 3.0 Ports SD/TF Card Reader 55W PD,Compatible for USB C Laptops Nintendo and Other Type C Devices",399..00,,PC,amazon
محول شبكة واي فاي بسرعة 300 ميجابت في الثانية بمنفذ USB لاسلكي لشبكة واي فاي وبطاقة لان 802.11 n/g/b مع اريال,159..60,EGP 176.00,PC,amazon
"SupCares Laptop Stand, 7 Angles Adjustable Laptop Stand for Desk, Table Mount Aluminium Laptop Stands, Compatible for MacBook Air Pro, Lenovo & All Other Notebook from 10-15.6"" Laptops (Silver)",145..00,EGP 194.00,PC,amazon
ASUS NVIDIA GeForce RTX 4070 SUPER 12GB DUAL EVO OC Ada Lovelace Graphics Card,,,PC,amazon
"Arctic Hunter Water Repellent Laptop Backpack 15.6 Inch Polyester Travel Shoulder bag for Men and Women, B00529","1,455..00",,PC,amazon
Celebrat CD-32 Portable Usb To Type-C Fast Charge And Data Transmission Cable With Braided Wire Design And Practical Fits Mobile Phone 3A /480Mbps /1M - Black,48..42,EGP 53.80,PC,amazon
"Brother genuine btd60bk ultra high yield black ink bottle for ink tank printers, 108 ml",649..00,"EGP 1,014.00",PC,amazon
"QDSYLQ External CD/DVD Drive for Laptop, USB 3.0 & Type-C Portable CD DVD +/-RW Burner Optical Drive Reader Writer DVD Player for Laptop iMac PC Desktop MacBook, Windows 11/10/8/7/XP/Linux/MacOS",699..00,EGP 719.00,PC,amazon
65W AC Adapter Laptop Charger for HP Envy 13 15 17 15t 15m 17m X360 15-1039wm 15-1033wm 15-1010dx 15-w237cl 15-w110nr 15-ee1093cl 15m-eu0033dx 15-u010dx 17m-ch0013dx Notebook Power Supply Cord,321..00,,PC,amazon
Redragon M691 MIST Wireless Gaming Mouse - Ergonomic design with Thumb-Rest - 3 Side Buttons,699..00,EGP 789.00,PC,amazon
"Redragon Wireless Gaming Mouse, Tri-Mode 2.4G/USB-C/Bluetooth Ergonomic Mouse Gaming, 8000 DPI, RGB Backlit, Fully Programmable, Rechargeable Wireless Computer Mouse for Laptop PC Mac, M814","1,250..00","EGP 1,569.00",PC,amazon
"FINTIE Hybrid Case Compatible with iPad Pro 11 Inch (2022/2021/2020/2018, 4th/3rd/2nd/1st Generation) - Ultra Slim Shockproof Clear Cover w/Pencil Holder, Auto Wake/Sleep, Black",496..27,,PC,amazon
SportQ Laptop Backpack - Fits Laptops up to 39.6 Inches Long… (Black),517..00,,PC,amazon
"Arctic Hunter Durable Rolling Backpack – 15.6 Inch Lightweight, Water-Resistant Trolley with 360° Opening, Professional Travel & Business Bag for Office, School & Commuting","4,959..00",,PC,amazon
"HyperX QuadCast S – RGB USB Condenser Microphone for PC, PS4 and Mac, Anti-Vibration Shock Mount, Pop Filter, Gaming, Streaming, Podcasts, Twitch, YouTube, Discord, Black","8,640..00",,PC,amazon
Visit the Generic Store 1080P Hdmi Full Hd Male To Vga Female Video Converter Adapter Cable With Audio For Pc Dvd Hdtv White,75..00,EGP 128.00,PC,amazon
"HP Laptop 15s (15s-fq5047ne), CPU: Core i3-1215U, 4GB DDR4 1DM 3200 Graphics Card: Intel UHD Graphics - UMA, VRAM: Shared, Display: 15.6 FHD SVA 250 nits Narrow Border, 256GB, Windows 11","16,600..00","EGP 18,500.00",PC,amazon
"MSI Thin 15 B13UC|i7-13620H| RTX 3050 4GB| 16GB RAM DDR4 3200Mhz | 512GB NVMe Gen4x4| 15.6"" IPS FHD 144Hz 45% NTSC Display| Blue Backlit Gaming Keyboard| DOS| Cosmos Gray| 2 Years Local Warranty","39,005..00",,PC,amazon
Joyroom SA25-AC3 Light-Speed Series 3A Fast Charging Data Cable (USB-A to Type-C) 1.2m-Black|12 Months Warranty,169..00,,PC,amazon
TP-Link Deco M5 (3er Pack) Mesh AC1300 Whole-Home WLAN Accesspoint,"9,750..00","EGP 11,279.00",PC,amazon
"HUION Inspiroy H1060P Graphics Drawing Tablet 10 x 6.25 inches with 8192 Pressure Sensitivity Battery-Free Stylus and 12 Customized Hot Keys, Digital Art Tablet for Mac, Windows PC and Android","4,999..00",,PC,amazon
Cable Protector Silicone Bobbin Winder Wire Cord Cable Spiral Cable Protector Saver Cover for Earphone Mouse USB Charger Wire Charger Cable for phone Cell Phone USB Charger Cable Accessor,19..00,,PC,amazon
Zonic z1057 displayport to display port male dp 4k cable original video resolutions 1080p /2k/ 4k uhd 60hz compatible with pc/laptop/monitor 1.8meters - black,117..00,EGP 125.00,PC,amazon
"Meinaili 40L Large Backpack Flight Waterproof Business Luggage Large Backpack Fits 17.3 Inch Laptop By ATA Stores, Unisex","1,599..00",,PC,amazon
ASUNCELL Laptop Battery for Fujitsu LifeBookA530 A531 AH530 AH530/3A AH531 LH52/C LH520 LH522 LH530 LH701 LH701A PH50/C PH50/E PH521 AH/D AH4 2/C AH4 2/D AH42/E,"1,000..00",,PC,amazon
Crucial Basics 16GB DDR4-3200 SODIMM CB16GS3200,"1,575..44","EGP 2,299.00",PC,amazon
"HP EliteBook 830 G7 13"" Laptop, Intel Core i7-10th Gen, 16GB RAM, 256GB SSD, Win11 Pro (Refurbished)","24,000..00",,PC,amazon
TP-Link TL-WN823N 300Mbps Mini Wireless N USB Adapter,,,PC,amazon
"Arduino UNO R3 MEGA328P-AU Development Board | ATmega328P Microcontroller with USB Interface & 14 Digital I/O Pins""",474..00,EGP 548.90,PC,amazon
Redragon K608-R Valheim Rainbow Mechanical Gaming Keyboard RED Switch,"1,675..00",,PC,amazon
Tablet Case Protective Cover for Huawei MatePad SE (11 Inch) Tablet,483..00,EGP 514.00,PC,amazon
"ProCase for iPad Air 13 Inch Case 2024 M2, 13"" iPad Air Case 2024 iPad Air 13 Cover, Slim Stand Translucent Hard Shell Back 2024 iPad Air 13-inch Smart Folio Support Auto Wake/Sleep -Black",600..00,,PC,amazon
Laptop Backpack Slim Laptop Backpack for School and Travel Laptop bag for Business Travel College Women Men Unisex Model: s36,269..00,,PC,amazon
Dux Ducis Toby Model Anti Impact Case Compatible with Galaxy Tab S7 Fe/Galaxy Tab S8+ Plus (12.4 inch) (Black),973..01,,PC,amazon
"UGREEN USB Type-C Male To HDMI 2.0 Female, 4K 60Hz Adapter Cable Aluminum Alloy, Converter Compatible With Laptop, TV, Monitor, Tablet, Smartphone (10cm) - Space Grey",998..00,,PC,amazon
"MSI MAG 325CQRF QD, Curved (32"") 2560 x 1440 pixels gaming monitor, Wide Quad HD, Rapid VA, 1000R Curvature, 170Hz refresh rate, with 1ms GtG, Quantum dot technology, (3 Years Local Warranty)","24,793..56",,PC,amazon
"Apple MacBook Air laptop with M2 chip: 13.6-inch Liquid Retina display, 16GB RAM, 256GB SSD storage, backlit keyboard, 1080p FaceTime HD camera. Works with iPhone and iPad; Midnight","55,999..00",,PC,amazon
"BROTHER Wireless All-in-1 Monochrome Laser Printer, DCP-L2540DW with Duplex & Mobile Printing","12,389..00","EGP 13,489.00",PC,amazon
Aula F2058 Wired Mechanical Gaming Keyboard - Black and Grey,990..00,,PC,amazon
TONER EXPERTE® Compatible MLT-D111S Toner Cartridge for Samsung Xpress SL-M2020 M2020W SL-M2026 M2026W SL-M2070 M2070W M2070FW M2070F SL-M2021 M2021W SL-M2022 M2022W SL-M2071 SL-M2078 (1000 Pages),360..00,,PC,amazon
"Mercusys 8 PORT 10/100/1000 MBPS SWITCH , MS108G",710..00,EGP 779.00,PC,amazon
SanDisk Ultra Shift USB 3.0 Flash Drive 64GB,247..68,EGP 329.00,PC,amazon
"JSAUX 8K HDMI Male to HDMI Male Cable 2.1 10ft,Braided Cord, Model cv0011 4K @ 120Hz 144Hz, 8K @ 60Hz, HDCP 2.2 & 2.3, HDR 10, eARC Compatible with Laptop Monitor UHD TV PS5 PS4 Dolby -Red",149..00,,PC,amazon
SanDisk Ultra Luxe USB Type-C Flash Drive 128GB USB 3.2 Gen 1 Performance with a Premium Metal Design,730..00,,PC,amazon
"UGREEN Video Capture Card 4K HDMI to USB-A/USB-C HDMI Capture Card Full HD 1080P USB 2.0 Capture Video and Audio Recording for Gaming, Streaming, Teaching, Video Conference","1,166..69","EGP 1,199.00",PC,amazon
"2.5 inch External Hard Drive Enclosure, Tool-Free USB 3.0 to SATA SSD HDD Enclosure for 7mm and 9.5mm, Laptop Computer Hard Drive Case Support UASP and Trim",171..00,EGP 182.00,PC,amazon
IJ MFP PIXMA TS3640 MEA,"2,555..00","EGP 3,120.00",PC,amazon
"Portable Universal USB 3.0 -SuperSpeed 4 Ports Hub with LED Light Ultra Slim Splitter Adapter Cable for PC,Computer,Notebook,USB Flash Drives and Other Devices",95..00,EGP 100.00,PC,amazon
"Stylus Pen for Touch Screens with Magnetic Design, Tablet Pen POM 1.5mm Nib for Android iOS, Stylus Pen for iPad/Pro/Air/Mini/iPhone/Samsung/Smartphones and Tablets Devices (White)",720..00,,PC,amazon
Cable Protector Silicone Bobbin Winder Wire Cord Cable Spiral Cable Protector Saver Cover for Earphone Mouse USB Charger Wire Charger Cable for phone Cell Phone USB Charger Cable Accessor,19..99,,PC,amazon
"Brother 4 Pieces - BT6000BK/BT5000CMY Printers Ink Bottles for DCPT300/T500/T700W/T800W (4 Pieces, Black/Cyan/Magenta & Yellow)","2,499..00",,PC,amazon
"Vicloon Large Gaming Mouse Pad Mouse Mat 900 * 400 * 3mm, Extended Mousepad Keyboard Desk Pad with Non-slip Rubber Base and Stitched Edges Mousepad or Laptop, Computer and PC - Black World Map",250..00,EGP 299.00,PC,amazon
"Pack of 2 Screen Protectors for Honor Pad X8a Tempered Glass, Scratch-Resistant, Bubble-Free, 9H Hardness, Screen Protector for Honor Pad X8a 11.0 Inch Screen Protector",318..55,EGP 375.00,PC,amazon
MSI B450M PRO-VDH MAX DDR4 AM4 M-ATX Motherboard Black,"3,810..00",,PC,amazon
"UGREEN USB C Hub, 4K@30Hz HDMI USB C Hub Multiport Adapter with 4 USB 3.0 Ports, USB C Dongle Compatible with MacBook, iPad, iMac, iPhone 15 Pro/Pro Max, Samsung Galaxy S23 Ultra, Lenovo (20197)","1,228..21","EGP 1,339.00",PC,amazon
PS3 Dualshock Wired gaming Controller joystick – (Black),222..00,,PC,amazon
Keyboard Case for iPad 10.2 9th Generation 2021 / 8th Gen 2020 / 7th Gen 2019 / Air 3rd 2019 / iPad Pro 10.5 2017 - Slim Protective Case with Apple Pencil Holder Wireless Detachable Keyboard (Pink),"4,200..00",,PC,amazon
ASUS TUF Gaming A15 FA506NFR-HN007W Gaming Laptop AMD R7 7435HS 8GB RAM 512GB SSD RTX 2050 4GB 15.6” FHD 144Hz Win11 Graphite Black - 90NR0JU7-M000R0,"31,698..98","EGP 33,370.00",PC,amazon
"2B Wireless Single Game Pad for PC and PS4, Black","1,103..28","EGP 1,226.26",PC,amazon
"150Mbps USB WiFi Adapter, Wireless Network Card Adapter WiFi Dongle for Desktop Laptop PC Windows 10 8 7 MAC OS Raspberry Pi / Pi2",140..00,EGP 155.98,PC,amazon
"Keyboard Case for Samsung Galaxy Tab A9+ / A9 Plus 11 Inch 2023 (SM-X210/X216/X218),Built-in S Pen Holder - Slim Smart Cover with Detachable Bluetooth Keyboard for Samsung Galaxy Tab A9-Black","2,950..00",,PC,amazon
"TP-Link AC1750 Wi-Fi Dual Band Gigabit Ceiling Mount Access Point, MU-MIMO, Support 802.3af/at/Passive PoE, Easily Mount to Wall or Ceiling, Free EAP Controller Software (EAP245), White","4,884..00",,PC,amazon
"Lenovo IdePad Slim 3, AMD Ryzen 5 7520U, 8GB Soldered LPDDR5-5500, 15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 512GB SSD, Windows 11 Home(82XQ00BNED) 2 Years Local Warranty by Lenovo","21,219..15","EGP 25,999.00",PC,amazon
Generic Cable usb3 to sata hard disk drive converter,175..00,,PC,amazon
"Apple 2024 11-inch iPad Air (M2): Liquid Retina Display, 128 GB, 12MP Landscape Front Camera/12MP Back Camera, Wi-Fi 6E, Touch ID, All Day Battery - Blue","33,250..00",,PC,amazon
"FINTIE Hybrid Case Compatible with iPad 10th Generation 2022 (10.9 Inch) - [Ultra Slim] Shockproof Clear Cover with Built-in Pencil Holder, Auto Wake/Sleep, Marine Blue",503..00,EGP 553.80,PC,amazon
MARGOUN Clear Case for Samsung Galaxy Tab A7 (SM-T500 / T505) 10.4 inch 2020 Reinforced Corners TPU Cushion Bumper Shockproof Transparent Case Cover,185..00,EGP 199.00,PC,amazon
Generic G-Power H-6 Rubber Speed Surface Mouse Pad Its Works Great with All Mouse Sensor With Stitched Edges For Gaming 25x20 CM - Black,52..00,,PC,amazon
"Dell Latitude 3420 bussiness Laptop - Intel Core i5-1135G7 Quad Core up to 4.2GHz 8MB Smart Cache, 8GB RAM, 256G SSD, 14"" FHD (1920X1080) 250nits Anti-glare, Intel Iris Xe Graphics, FingerPrint, Black","24,644..07","EGP 26,464.00",PC,amazon
"Business Laptop Backpack, 15.6 Inch Travel Laptop Bag Rucksack with USB Charging Port, Water-Resistant Bag Daypack for Work College Computer Men Women Backpack For MacBooks,Surface,Notebooks",650..00,,PC,amazon
HP Laserjet Pro 4003n Monochrome Printer,"9,244..00",,PC,amazon
"Portable Laptop Stand for Desk, 13-Angles Adjustable Foldable Laptop Riser ABS Ergonomic Notebook Stand, Compatible with Laptops and iPad(11-17"") (Black)",166..00,,PC,amazon
Lexar Micro SD Card 64GB (LSDMI64GBBCN633N) Black Blue,290..00,,PC,amazon
"Foldable Laptop Table, Portable Bed Tray with Tablet Slots, Cup Holder for Bed/Couch/Sofa, Golden",190..00,,PC,amazon
"Waterproof Soft Leather Cover for Microsoft Surface Pro 11/10/9/8/7+/7/6/5/4 13''/12.3"" and Surface Go 2/3/4 10.5"" Anti-Shock Protective Sleeve Hard Inner Case (Midnight Blue, Surface Pro 8)",899..99,,PC,amazon
N Elegance 15.6 inch Laptop Backpack Large Capacity School Bag USB Charging Port Water Resistant - Black,699..00,,PC,amazon
"HUNSN Fanless Industrial PC, Mini Computer, IPC, Intel Core I7 6500U, Windows 11/ Linux Ubuntu, IX10, 6 x COM, VGA, HDMI, 2 x I211-AT LAN, SIM Slot, 32G RAM, 256G SSD, 1TB HDD","45,429..00",,PC,amazon
Tp-Link TL-WR820N - 300 Mbps Multi-Mode Wi-Fi Router,575..00,EGP 659.00,PC,amazon
Manhattan 154260 Cable USB-C to DisplayPort a DP Alt Mode Signal to a 4K@60Hz DP Output 1m - Black,609..83,EGP 688.18,PC,amazon
"Mac Book Pro Charger 60 W, T-tip Magnetic Power Supply, Compatible with Mac Air/Pro 11 Inch 13 Inch 2012, 2013, 2014, 2015, 2017 Models A1425 A1502 A1435 A1465",694..00,EGP 750.00,PC,amazon
"Stylus Pen for Android Touch Screens,Stylus Pencil for Tablet,Stylus Compatible Samsung/HuaWei/Tablet/Phone,Capacitive Pen with 2 Replacement Tips,White",775..00,EGP 995.00,PC,amazon
"Laptop Tabletop Stand/Computer Tablet Stand 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Desktop Holder Compatible with MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",234..00,EGP 260.00,PC,amazon
"Joyroom JR-TCF13 25W A+C Dual-Port Charger, Black|12 Months Warranty",489..00,,PC,amazon
"Logitech G502 HERO High Performance Wired Gaming Mouse, HERO 25K Sensor, 25,600 DPI, RGB, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, PC/Mac - Black",,,PC,amazon
"HP Pen Stylus with Pressure Sensitivity for Windows Pen Enabled Laptops, 18-Month Battery Life Precision Function Buttons Premium - Silver","1,990..00",,PC,amazon
Adjustable Laptop Bed Table Lap Standing Desk for Bed and Sofa Breakfast Bed Tray Laptop Lap Desk Folding Breakfast Serving Coffee Tray Notebook Stand Reading Holder for Couch Floor Kids(60 x 40 cm),188..00,,PC,amazon
Rapoo x1960 wireless spill-resistant keyboard and mouse combo w/palm rest - black,749..00,EGP 824.00,PC,amazon
"Logitech G102 Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8 k dpi Tracking,16.8mn Color, Light Weight (White)","1,390..00",,PC,amazon
Very Fast Charging Cable With Turbo Charger (White 6A(120W)),340..00,,PC,amazon
"Premium Leather Backpack with Main Zipper & Front Pocket for Work, School & Everyday Use",450..00,,PC,amazon
"GIGABYTE GeForce RTX 4070 WINDFORCE OC 12GB Graphics Card - 12GB DDRX6 21Gbps, PCI-E 4.0, DisplayPort 1.4, HDMI 2.1a, NVIDIA DLSS 3, Ada Lovelace Arch, GV-N4070WF3OC-12GD, Black, 930g","35,064..00",,PC,amazon
Samsung 990 PRO 2TB PCIe 4.0 (up to 7450 MB/s) NVMe M.2 (2280) Internal Solid State Drive (SSD) (MZ-V9P2T0BW),"9,777..00",,PC,amazon
"Seagate Technology Exos X20, 20TB, 3.5-Inch SATA Hard Drive at 6GB/s, 7,200 RPM, 2.5M MTBF, 512e and 4Kn FastFormat, Low Latency with Enhanced Cache (ST20000NM007D), Green","28,999..99",,PC,amazon
"MSI MPG A1000G PCIE5 Power Supply EU Plug, 1000W, 80 Plus Gold Certified, ATX 3.0 100 Percent Modular, PCIe 5.0 GPU Support, Japanese Capacitors 105°C, 0 RPM Modular, Flat Cables","8,562..05",,PC,amazon
Dell KM7120W Keyboard & Mouse - Wireless Wireless Mouse,"4,455..00",,PC,amazon
Q2 Mouse Pad Gaming Mix Designs Ix - Multi Color,31..24,,PC,amazon
Canon 445 Ink Cartridge (Black),,,PC,amazon
"COUGAR-EGY (9082) USB Wired Double Gamepad Turbo Controller with Vibration Function For PC or Laptop, 1.5 Meter (RED&WHITE)",413..00,,PC,amazon
"8K HDMI 2.1 Cable Ultra High Speed 48Gbps 8K@60Hz 4K@144Hz (2 Meters) Nylon Braided, eARC, HDR, Dolby Vision 7.1 CEC, EDID, HDCP 2.2, DTS-HD Master Audio and Dolby Atmos, 2-Years Warranty",399..00,,PC,amazon
Other Razer Mantis Large Professional Mouse Pad With Snake Design 250 x 210 x 2mm - Multi Color,30..00,EGP 51.00,PC,amazon
"USB hub 3.0 for Type-c Port,3 in 1 Adapter for pc Accessories with USB-C 4K HDMI SD/TF Ethernet,Dock Station for Tablet PC Phone,Compatible with HP Dell Switch Galaxy Surface Thinkpad iPad iPhone Mac…",215..00,EGP 225.00,PC,amazon
"Keyboard Case for Samsung Tab S9 FE/S10 FE with Trackpad – Keyboard for Galaxy Tab S9 FE 10.9 Inches/S10 FE 10.9 Inches, Italian QWERTY Detachable Bluetooth Keyboard with Touchpad for Samsung Tab S9","5,200..00",,PC,amazon
"APC Easy UPS 1200VA, 230V, AVR, Schuko Sockets","5,890..00","EGP 6,679.00",PC,amazon
"HIKSEMI DDR3 Memory, 8GB, 1600MHz, SODIMM, 240Pin, IC Not Fixed",492..00,,PC,amazon
"Stylus Pens for Touch Screens, Universal Fine Point iPad Pencil with Magnetic Adsorption Compatible with iPhone/iPad/Samsung/Android/Tablet & Other Touch Screens (White)",890..00,,PC,amazon
Anker 322 USB-C to Lightning Cable (Braided) 6ft - White,805..32,EGP 910.00,PC,amazon
"Redragon K662 Gwern Dual Mode Wireless, Bluetooth Gaming Mechanical Keyboard, Red Switch, With no led light, Egnlish and Arabic layout, hot swappable switches, works with AA Battery (Black Grey)","1,699..00","EGP 1,753.83",PC,amazon
", BM 800 Condenser Microphone Bundle Podcast Equipment Bundle with V8 Live Sound Card for Live Streaming, Singing, YouTube, Gaming, Smart Volume Adjustable Mixer Black-Gold","1,799..00",,PC,amazon
Kibo Unisex Daily Backpack For 15.6 Inch Laptop,299..00,,PC,amazon
"Logitech MK235 Wireless Keyboard and Mouse Combo with USB Connection, Batteries Included and ABNT2 Layout","1,495..00",,PC,amazon
Flash 2TB (Black or Silver) (6),805..95,,PC,amazon
"Lightning Female to USB C Male Adapter for Android Type C devices like,Vivo Oppo, Xiaomi, Huawei,Samsung Galaxy,Google Pixel,Charging Data Transmission,Type C Charger Connector Cable (Pink)",149..00,,PC,amazon
"17 Inch Laptop Backpack Durable Business Computer Travel Backpack with USB Charging Port, Lightweight Casual Bag Daypack for College School Work Office Men, MacBooks,Surface,Notebooks",820..00,EGP 850.00,PC,amazon
"Business Smart Waterproof Sleeve 13.3"" with Soft Interior for Apple MacBook Pro, Air, Microsoft Surface Pro 9, X, Surface Laptop, Book, Dell XPS, Inspiron, Lenovo ThinkPad, HP, Huawei, ASUS (Navy)",799..99,,PC,amazon
For JEDEL KL69 60% Mechanical Gaming Keyboard (Arabic/English) – Rainbow LED Backlit – 61 Keys Key – Blue Switches –Double injection key caps Illumination – USB Wired For PC (Gray/White),750..00,,PC,amazon
حافظة حمل بتصميم كاجوال مزينة بطباعة مع سوستة لاجهزة اللاب توب مقاس 15.6 بوصة و15 بوصة من تات217,199..00,,PC,amazon
MSI GeForce GT 730 Fermi DDR3 4GB DirectX 12 (N730-4GD3V2),,,PC,amazon
"Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black",,,PC,amazon
ORICO 2.5 inch External Hard Drive Enclosure USB 3.0 to SATA III for 7mm and 9.5mm SATA HDD SSD Tool Free [UASP Supported] Black (25PW1-U3),250..00,,PC,amazon
"WD Western Digital My Passport 5TB Portable Hard Drive, Works with USB-C - Silicon Grey","8,999..99",,PC,amazon
Robustrion 2 Pack Tempered Glass for Redmi Pad Pro 12.1 inch Screen Protector Guard for Redmi Pad Pro 12.1 inch Tablet,400..00,EGP 520.00,PC,amazon
Waterproof Shock Resistant Laptop Sleeve for 13.3in MacBook Pro and MacBook Air (Black),769..99,EGP 799.99,PC,amazon
HP 230 Wireless Keyboard and Mouse - 18H24AA#ABV - Black,,,PC,amazon
"Fujifilm Mini Link Smartphone Printer, Dusky Pink","6,796..00",,PC,amazon
UGREEN HDMI Cable HDMI 1M 8K HDMI 2.1 Ultra HD High-Speed 48Gbps 8K@60Hz HDMI Braided Cord eARC Dynamic HDR Dolby Vision Compatible with MacBook Pro PS5 Switch TV Xbox Roku UHD TV Blu-ray Projector,425..00,,PC,amazon
"HP Laptop 15-fd0054ne - Intel Core i5-1334U 13th Generation, 8GB RAM, 512GB SSD, Integrated Intel Iris Xe Graphics, 15.6"" FHD (1920x1080) anti-glare 250nits, backlit, DOS - natural silver","25,921..00",,PC,amazon
"HyperX Pulsefire Core - RGB Gaming Mouse, Software Controlled RGB Light Effects & Macro Customization - Up to 16,000 Dpi - 7 Programmable Buttons - HX-MC004B","1,506..50",,PC,amazon
65W Laptop Charger for Lenovo Thinkpad Carbon (Gen2/3/4) T440 T450 T460 X240 IdeaPad 300 Yoga 2 11 11s 13 Power Supply 20V 3.25a Adapter,324..00,,PC,amazon
"Xiaomi Redmi Pad Pro WiFi Version 12.1"" Octa Core Global ROM 10000mAh Bluetooth 5.3 8MP Dual Camera (Mint Green, 256GB + 8GB)","19,999..99",,PC,amazon
"Logitech M171 Wireless Mouse - Blue"" )",460..00,,PC,amazon
2 in 1 External Memory Card Reader T -Flash SD Card Reader,82..45,,PC,amazon
Joyroom S-CL020A9 20W Type-C to Lightning Fast Charging Data Cable 1m-Black,155..84,EGP 176.95,PC,amazon
"SanDisk Ultra Dual Drive Luxe, Gold, 128GB, Up To 400MB/s Transfer Speed, USB 3.2 Gen 1, 5 Y Warranty",785..00,,PC,amazon
"Gylint Case for Xiaomi Redmi Pad SE 11'' 2023, Hybrid Slim Case Cover [Built-in Pencil Holder] Shockproof Cover with Clear Transparent Back Shell for Xiaomi Redmi Pad SE Black",505..39,EGP 551.26,PC,amazon
"Dipelle UltraSlim 13 Inch Laptop Sleeve Case | Felt & PU Leather | MacBook Pro 13"" M2/M1, 13 | MacBook Air 13.3"", iPad Pro 12.9"", Surface Pro 9/8 13",414..00,,PC,amazon
Xiaomi Stylus Pen 2nd Gen For Xiaomi Mi Pad 6/6 pro Pad 5/5 Pro Low Latency Draw Writing,"5,559..00",,PC,amazon
Western Digital WD BLACK SN770 NVMe SSD 1TB,"3,542..94",,PC,amazon
"CyvenSmart [MFi Certified] iPhone Charger Cable 1m, 2Pack 1metre Short Lightning Cable Fast Charging Cord 3 Feet for iPhone 11/11 Pro /11 Pro Max/XS/XS Max/XR/X/8/8 Plus/7/7 Plus/6/6 Plus/5/SE, USB",197..00,,PC,amazon
"ASUS TUF Gaming A15, CPU: R7-7735HS, 16GB RAM Graphics Card: RTX™ 4050 , VRAM: 6GB GDDR6, Display: 15.6-inch FHD 16:9 144Hz, 512GB SSD, Windows 11 (FA507NU-LP045W)","50,999..00",,PC,amazon
